id,username,text,label
1204,burax x,Kami butuh penghasilan bkan KEBIJAKAN kmi butuh uang bukan BANTUAN  maaf kmi hanya SOLUSI jgan bkin frustasi n  bnyak sanak kami yg mati kami HARUS menghidupi kluarga kcil kami  cuk ii,negatif
1205,Tunas muda hunting pro,"Yg susah, sudah yakin tambah makin susah akibat kebijakan pemerintah",negatif
1206,Ice Land,"PPKM hanya akan menguntungkan pejabat terkait hingga para kades dan bawahan nya
PPKM = PELAN PELAN KALIAN MAMPUS",negatif
1207,ANDI THANDRA,"Sila ke5 ""keadilan sosial bagi seluruh rakyat Indonesia, mana keadilan kami rakyat kecil bagaimana? Lah lu enak gak mikirin masalah perut masalah anak anak kalian, lah kami ? Benar benar egois sekali.",negatif
1208,Erfansyahnoor Erfansyahnoor,"Kami yang di luar jawa juga mau dapat bantuan pak… kami juga susah butuh makan, lockdown menyusahkan kami pak",negatif
1209,Uwef Razet,"Masyarakat kecil itu resikonya dobel pk.
Pertama harus berjuang melawan virus corona.
Kedua harus berjuang bagai mana caranya untuk tetap bertahan hidup.",positif
1210,Dyaksa Putra Parna,"Modelmu kek ono wong2 simbako ben ndek omah, gak bayar pajak, gak bayar listrik, gak bayar air ruwet ",negatif
1211,Farhan Nasrulloh,YDTBUSY: YA DAK TAU BUKAN URUSAN SAYA ,netral
1212,Vellie Aulia,"Lah ,dengan curang ,yang dapet "" ada jga yg ga dapet .",negatif
1213,Kuli Bank,"Beritanya tolong fokuskan bantuan ke masyarakat yg terdampak, jadi tolong beritanya FOKUS Ke sana, insyaallah komentarnya juga baik…",netral
1214,Who Am I,"Nama PPKM hanyalah pengalihan dari kata lockdown.
Rezim nggak mau menanggung rakyatnya.
Makanya disiasati dgn nama ppkm.
Di Ppkm rakyat di suruh dirumah saja tapi makan tetep cari sendiri.
Kalau lockdown, semua di tanggung rezim.
Rezim : "" enak banget duwit di makan rakyat mending di buat makan sama temen sendiri""

RIP demokrasi",negatif
1215,Kincil Saputra,PaSti Lah kesejahteraan RaKyaT pasTi TerJamin ,positif
1216,agung cahyono,Daerah di pikirkan perketat pengawasan agar keadilan benar2 terasa ke rakyat,positif
1217,LB Fishing,Ujung2nya di korupsi.... masuk kantong pemerintah daerah,negatif
1218,rudolfo afonzo,"Kita lihat bukti dan lihat realita di lapangan aja,, 
Soal bantuan, sembako, dll.
Terkadang apa yang dijanjikan sama realita berbeda jauh",negatif
1219,BAROKAH TOYYIBUN COLLECTION,"Untuk kesejahteraan masyarakat, bagi PNS untuk menyisihkan dari gaji untuk masyarakat apa berani ga ini",positif
1220,Arsenal Gowes,Kerumunan Khofifah saat Ulang Tahun sdh dilaporkan oleh lurah kok santai santai tdk ada Perkembangan Ya?,negatif
1221,Bapak Presiden,"Stop Dana bantuan nya biar adil, bantuan juga buat apa kalo di pilih, yg dapt mah dapt yg enggak mah melongo, malah yg dapt kbnykn orang orang mampu yg miskin cuma jadi penonton ",negatif
1222,Mosan Nett,Buset kl gini mah siap2 pada kelaparan. Siap2 bangkrut,negatif
1223,andre jet bus 3,Jawa timur ruwet,negatif
1224,Edi Haris,PPKM Darurat itu kan jawa ama Bali yg lain nya aman gk perlu,positif
1225,OM Adit gojek,Virus Covid 19 meresahkan dunia,netral
1226,Donny A.N,"nanggung aturan PPKM khusus airport dan pelabuhan masih aja d perbolehkan ada aktivitas, ttp masuk jg itu manusia walaupun ada kartu vaksin /PCR test. Nempel jg virus nya d badan yg keluar/ masuk. Pinter aje...",positif
1227,Rechel Rechel,"Kesejahteraan..?? 
Ngimpi cuk...?!!!!!!",negatif
1228,smart,PPKM gak ada guna nya,negatif
1229,Bang So,Makan ga org miskin pak pikirkan pikirkan,netral
1230,iyus kusnandar,KESEJAHTERAAN RAKYAT KUDU JUGA DIPERHATIKAN...,positif
1231,Mafi Suryo,Dijamin rakyat tambah susah ,negatif
1232,Fajar Muhamad,Ya iyalah... jangan hanya pidananya saja yg di ambil dr uu karantina tp kompensasi nya juga hrus di patuhi pemerintah...,positif
1233,Sulis Lele,Hanya ngomong ppkm tapi nggak mikir rakyat menjerit cari nafkah ada penyekatan ujung2 nya uang. rakyat jadi korban,negatif
1234,Hobi Suranta,"Harus ,,,,, terutama untuk mereka mereka yg masih ngontrak rumah agar tetap terbayar uang kontrakan , kontrakan tidak libur ,  gak mikirin makan pake apa asal kontrakan kebayar .... Semoga tulisan saya ini di baca Sama pejabat yg baik hati ...",positif
1235,Lilik Suciati,"Ndak boleh kemana mana
Di rumah saja
Yo mati kelaparan",negatif
1236,Lilik Suciati,"Dari mulai ada pandemi sampai saat ini
Saya tidak pernah menerima apapun",negatif
1237,Rezhax13,"kesejahteraan hanya bagi rakyat kaya pak, saya kehilangan kerja pak buat makan sulit harus utang kanan kiri gak makin makmur makin sakit semua",negatif
1238,krupuk upil,Munafik banget pemerintah,negatif
1239,edgar adi,kesejahteraan di jamin pemerintah? ayolah jangan bikin ketawa ... Padahal nyata nya TIDAK DI URUS,negatif
1240,KEVIN,Pemerintah dan rakyat memiliki kesamaan. Sama sama keras kepala. Pemerintah diusulkan lockdown malah PPKM. Rakyat disuruh di rumah malah mudik wkwkwk,netral
1241,Cembun Guitara,Halu ini kayak nya pemerintah.....,negatif
1242,Agi Desley,"Harus lahhh, jangan cuma bikin aturan. urusan perut juga harus di pikirkan",positif
1243,Mira Mira,"hanya mimpi bagi kaum miskin untuk dapat bantuan, miris",negatif
1244,Hugo Prakoso,Yang sejahtera cuman pejabat negara doang,netral
1245,Ovebgada,pemerintah apa gak mikir ya gimana nasib yang disuruh dirumah YG kerjanya Cari uang harian tiap Hari harus kluar gimana suruh makan angin dirumah?,negatif
1246,Ovebgada,aku sebagai rakyat senang Aja suruh di rumah tapi konsekuensi dan konsistensi pemerintah harus kasih jaminan hidup buat rakyat buat  biaya hidup selama PPKM terutama sembako,positif
1247,MARISCA Dinanto,Gak bakal selesai sebelom kena semuanya..,negatif
1248,Sitti Halifah,Dari awal pandemi sepeser pun warga kami ngga pernah di sentuh bantuan oleh pemerintah.,negatif
1249,Febby Dwi Azhari,Mati gak makan ini mah ðŸ¤¦,negatif
1250,Journal aileen Management,"Jawabnya pasti bukan urusan saya, itu lah pemerintah indonesia, gak tegas",negatif
1251,Agustin tanjung,"Telek dari dulu saya selama psbb juga ndak pernah dapat bantuan, apa lagi sekarang",negatif
1252,Galaxy Cel,"udah bosan dengar aturan pemerintah, percuma juga karena pemerintah mana peduli sama  rakyat yang miskin",negatif
1253,Sundari Suwarno,aku enggak pernah dapat bantuan baik ITU beras atau pun uang karena aku tidak punya saudara yang jadi pejabat pemerintah/ perangkat desa...,negatif
1254,Jannatin Nugroho,"memutus mata rantai covid mudah pak gak usah ppkm putus saja anggaran buat covid, pasti hilang covidnya",negatif
1255,sony agung,"PPKM darurat, pemerintah provinsi menjamin kebutuhan hidup masyarakatnya, karena masyarakat di jatim masih banyak yg hidup dibawah garis kemiskinan,  karena jatim tidak hanya melihat dari kota Surabaya saja",positif
1256,Nufqi Imansyah,ladang buat koruptor..,negatif
1257,Muhammad Whisnu Alvyan,covid di buat bisnis,negatif
1258,Ninja_FPV,"Kirim sembako & transfer 5juta /bulan, dijamin pada nurut.",positif
1259,Go Fi,Yang miskin tambah miskin,negatif
1260,Binta Muhaimin,pemerintah penipu,negatif
1261,Usup Dlh,"solusinya ,, tutup darurat covid gk usah di gembar gembor trus . BUBARRRR  kan udah aman negri ini",negatif
1262,Gen Alief,Setuju. semoga semuanya di tanggung pemerintah juga.,positif
1263,Bengkel las Sugitehnik,Jamin hidup rakyat sampai mana.......????,netral
1264,Bengkel las Sugitehnik,Ngomong kosong tae kucing lah emng peduli apa dia sama keadaan sekarang,negatif
1265,km Yacob,"Pemerintah harus konsisten, jangan cuma melarang warga melakukan kegiatan, tapi warga Negara asing berbondong bondong masuk ke Indonesia dengan alasan yang dibuat buat.",positif
1266,Teguh Nurul,Psbb ppkm membuat rakyat miskin menderita kelaparan,negatif
1267,bang badidu,"yang penting rata jangan salah sasaran, jangan yang dekat dekat saja yang dapet, yang mampu mampu malah yang dapet, pokoknya merata",positif
1268,frequensi 200hz,Negara kesejahteraan rakyat ala kemiskinan dan marxisme. ,negatif
1269,johan,"Omong kosong semua termasuk anggota DPRD juga omong kosong, berharap pemerintah konsisten tetapi masyarakat kebanyakan TDK konsisten itu sama artinya berharap sama maling atau perampok untuk mengembalikan semua harta rampokannya, sesuatu yg mustahil dan ajaib bisa terjadi, karena kedua pihak sama sama TDK konsisten. Kalo tujuan ppkm darurat sekedar untuk bermain angka atau main sulap agar angkanya diturunkan seenaknya sendiri itu sama saja bohong dan membodohi rakyatnya sendiri, yg terjadi malah akan terjadi gelombang ketiga yg jauh lebih banyak korban dan mematikan",negatif
1270,jeck,"Di atur susah pakai ngeyel, giliran wabah tambah parah kena PPKM minta jaminan kesejahteraan, hahaha....+62  jarang MIKIR !!",positif
1271,HAQ & BATHIL,Mengkhayal setinggi tinggi nya,netral
1272,Iswara Ratri,"Boong banget ini pemerintah, ingin rasa nya ketawa se kencang nya",negatif
1273,SupermanWhereAreYouNow?,gak adil dan gak tegas aturan pemerintah,negatif
1274,arif sujani,"Gombal, mn ada kesejahteraan buat rakyat, cm teori...",negatif
1275,ayveq altous,"PPKM itu kan justru karena pemerintah gak mau membiayai ke kita, kalo lockdown kan ada yang undang undang dulu kita harus di fasilitasi a b c.",negatif
1276,SB Sembiring,"Yg penting Pemerintah menjamin cukup makanan, nyaman dan aman di rumah, khususnya pd Rakyat miskin.",positif
1277,Ibnu Sina Maulana,"Selama masih ada yang ngeyel, semoga Covid semakin meningkat. Ammiin...",negatif
1278,Aang Kunaidi,bnyk rmh sakit cari duit di musim pandemi... dg menvonis corona biar rs. dpt kucuran dana permainannya blom berakhir sampe skrg.,negatif
1279,KRAJAN BUDAYA,Omong kosong,negatif
1280,KRAJAN BUDAYA,"covid tidak ada  omong kosong, semua hanya permainan pemerintah",negatif
1281,Den Bagus,"yang jelas pemerintah panik, ubah2 aturan tp tdk ada yg efektif.",negatif
1282,View saputra,"bapak bapak pejabat apa masih kurang harta yg kalian miliki sekarang, kami rakyat susah tidak mengharapkan sumbangan hartamu, sumbanglah hati mu beri kami aturan normal yg bisa utk saling menjaga antara sosial dan tanggung jawab kehidupan kami masing"". beri solusi tepat utk lapisan menengah kebawah jgn buat kami susah dlm kemiskinan skrg.",negatif
1283,View saputra,"pak gunakan hati kecil bapak, krna nnti bapak kembali menjadi rakyat. solusi penanganan penyebaran sudah aktif. solusi utk rakyat kecil. a apa sudah pasti ckup dr dana bantuan yg brjalan. singa lapar pun akan kluar hutan dan masuk rumah jika lapar. jgn sampai virus hilang kriminal dmn2, jgn sampai niat baik salah cara balance aturan dgn solusi yg tepat bagi setiap lapisan mampu dan tidak mampu.",negatif
1284,Sihu My,Kalo saran ku sih buat atasi corona datengi setiap kk. Di tes satu per satu bisa x yah buat mutusin rantai penyebaran corona...,positif
1285,Sum Ira,"Saya di singapore selalu berdoa semoga saudara 2ku di negara indonesia selalu dlm lindungan alloh swt 
Dn semoga corona cpat selesai dn saya bisa kbli ke negara ku cuti",netral
1286,Rastini Dewi,Klo orang kita susah di atur klo di Arab kita keluar rmh lebih dari 3jam uang 50jt klo gak pake masker 3jt uang indo harus miskin kaya sama klo gak di penjara I th,positif
1287,bara end ezel oficial,sumbangan d desa k cuma yg gak mampu saja.... padahal yg kena dampak gak megenal miskin kaya... gak kerja. gak boleh kemana2 k sumbangan pilih2...,negatif
1288,Samah Sobiratul,Kita rakyat indonesia paling susah mau diatur sama pemerintah sendiri,positif
1289,Supri Adi,Yg jelas para pemimpin 2 kita tidak sejalan dan ambisi Jabatan bukan pengabdian,negatif
1290,ferriansyah hidayat,Bacot anjing,negatif
1291,Blao safir,"Kenyataan yg sedang pahit...
masyarakat pun bnyk yg tau, tapi masih ada juga yg belum sadar covid-19 sudah 1,5 bulan lbh dan sudah spt ini terlihat cukup banyak yg terdampak secara ekonomi, khususnya kalangan bawah, dan perlahan kelak akan merambat ke kalangan menengah. Siapa lagi nanti yg akan membantu kalangan bawah .. dari kalangan atas pula.
Seiring berjalannya waktu dan angka korban masih tetap naik, penyebarannya .... Ah sudahlah, klo spt itu jadi sering2 mengeluh, ga baik sering mengeluh.
Solusi.. solusi... solusi.. Dilapangan.. edukasi mental.. moral.. tetap dibantu diawasi.. Bukan hal mudah, tapi harus..",positif
1292,Siddi Sidarama,"Rakyat cuma mau masalah ini berakhir, bukan peraturan yang sampai saat ini tidak mengakhiri atau mengatasi masalah",negatif
1293,diah akmal,"Semoga bpk jokowi sehat selalu , Aminn",netral
1294,Alan Sutarjo,"Ada gugus tugas, tapi masih ada TKA dari negara komunis Cina masuk ke RI.",negatif
1295,Sarif Hidayatullah,harus nya dpr yg ketika mau mencalonkan diri membutuhkan rakyat sekarang dpr harus rela bantu rakyat sekali kali gajinya 1 bulan sumbangkan buat rakyat,positif
1296,Razi molen,Menurut aku pemerintah harus bener2 tegas perlu sangsi,positif
1297,Ida Bagus Putu Widja,"Opini berita yg memperparah keadaan, jadi nya pemerintah yang di salahkan sama rakyat",positif
1298,GURU 44,Dpr.. oh.. dpr... kenapa gaji mu tak ko smbangkn... dpr. Tak bergna.... korupsi di otakmu,negatif
1299,yoyo yoi,"Pemerintah kebayakan Peraturan sewaktu virus Corona sudah menyebar sehingga bayak membuat Rakyat menderita, sedangkan sewaktu virus corona belum menyebar pemerintah terlalu santai mengantisipasi pencegahan Virus Corona. Wahai BAPAK PRESIDEN Repoblik INDONESIA JOKOWI yang terhormat Rakyat sudah bosan dengan sifat pemerintah yang tau nya cuman pencitraan dan Omong doang, Mana itu Mentri Kesehatan yang mengatakan masker hanya Untuk Orang sakit, Mana itu Mentri kesehatan yang mengatakan kalau Virus corona tidak bisa menyerang Indonesia karena Iklim indonesia iklim Tropis, Sebentar lagi Rakyat bayak mati bukan karena Virus Corona, Tapi mati karena kelaparan dan Struk...",negatif
1300,unclassified_6337,"Cara indonesia paling karen..
Di akui dunia.",netral
1301,mianto sa,"covid 19 ini wakil RAKYAT.. ketahuilah, korona ini wakil rakyat yang ada di indonesia, dia lah yg akan ambil sikap tegas, gak sperti peraturan rezim ini.. pada yg lemah tajam ,kalau david 19, gk pandang bulu.. setuju acung jempol bos",negatif
1302,Tauada Sihotang,Semoga sehat slalu pak presiden jokowi... semoga Allah melindungi nya selalu amiin yarobbal allamin,netral
1303,Asep Rohmandarjuara,Payung hukum dan aturan kebijakan perlu tapi tetap fleksibel dan tingkat keberhasilan kinerjanya sangat bergantung pada implementator dilapangan termasuk daya dukung maupun daya jangkaunya karena struktur birokrasi juga harus memiliki efektifitas tinggi dalam aksinya.,positif
1304,Siboru Najogi,"Ini bukan virus, ini masalah bumi, lapisan ozon perputaran bumi 
lapisan ozon makin tipis semua orang akan sesak",netral
1305,Ø³Ø¨Ø­Ø§Ù† Ø§Ù„Ù„Ù‡,bukan pemerintah dan kebijakan yg salah tp manusianya susah di atur,positif
1306,mizi mizi,coba gaji DPR di potong satu bulan untuk membantu rakyat yg kena dampak covid... mereka diam !!! apa kah mereka pantas jadi wakil rakyat??????,negatif
1307,Sumyati Aaaggg,Sebenarnya pk jokowi sdh berusaha semaksimal mungkin tp sj msh blm ckup ap lagi di mata oposisi ap sj yg lakukan pk jokowi selalu disalahkan. salam sht slalu pk jokowi smuga ALLAH slalu memberi kecerahan di ngr indo dn wbh korona segera hilang dr muka bumi sluruh dunia amin3.,positif
1308,LD ll,Beritanya yg parah,netral
1309,Mochamad Farid,Coba 50% penduduk Indonesia mau PUASA PUTIH 3 hari aja. InsyaAllah pandemi virus Komunis - China (covid19) ini pergi dari Nusantara (Indonesia)! #Lestarikan Budaya Nusantara,netral
1310,yoga maulana,semangat. pak. jokowi. alloh selalu. ada. untuk. kita. semoga. kita. semua. selalu. dalam. lindungan. allah ,netral
1311,Suwono Wono,"Selamat berjuang Pak De.
Semua nyinyir, fitnah, hak orang ya tidak nasionalis menambah energi juangmu tuk berbakti kpd ibu pertiwi.",netral
1312,Mohammed Zzz,Semoga pk jokowi sehat selalu  senantiasa dalam lindungan ALLOH,netral
1313,supri law,"Tiap hari ada aturan baru, bosan wxwxwx,",negatif
1314,Ashari Setiabudhi,Ini Wakil Rakyat pada kemana dan berbuat apa ? kok pada menghilang semua ........ apa bisanya cuman NYINYIR melulu ? tanpa memberikan MANFAAT bagi Rakyat yang diwakilinya dalam kondisi wabah COVID 19 ini ??,negatif
1315,Ferdi Dedi,Semoga ini berakhir sampai disini,netral
1316,Nuril Huda,"Jujur baca anggaran gini nangis bgt, ..",netral
1317,Islam,"Serapan rendah, antara gak tau mau diapain (gak punya solusi) atau takut KPK. Salah tanda tangan masuk bui tahun depan. Yang di atas takut, yg dibawah kurang disiplin ttng pertanggungjawaban uang negara.",netral
1318,Kamar Pojok8,"Chanel bagus, konten menarik dan berbobot, tapi kok sedikit penonton yaa.",netral
1319,yakuto - Belajar Ngedit,"Gmn kita gk mau suudzon, orang itu dana udah terang terangan di korupsi kok",negatif
1320,Lin Kin,"Ternyata gede ya biaya pandemi, tapi tunjangan ortu ku dipotong 4 juta. Kirain gara2 corona.",negatif
1321,Ridho Baihaqi,"Itulah budaya indonesia

Lambat gerak!",negatif
1322,Davied Zebedeus,Koreksi sedikit. Pernyataan pak jokowi diawal video bukannya tgl 18 Juni 2020 ya? Bukan 31 Maret 2020 kan?,netral
1323,Near Harvy,"jokowi mah oon, udah tau kayak gitu bakalan (malah dipermudah)
main acc aja.... presiden oncom _ paling kagak tuh lihat ahok kalau acc > itu pun juga minimal!",negatif
1324,bibi bibi,liat ajalah 5-10 tahun lagi baru terkuak kasus GIGA KORUPSI ANGGARAN PEMULIHAN PANDEMI 2020. itu juga kalo ditindak,negatif
1325,Susan's House,"Nggak jelas ujungnya, tp dilindungi Perpu imunitas..",negatif
1326,M T,"Disaat kondisi yang serba menekan saat ini, kami masyarakat hanya membutuhkan belas kasih pemerintah.",netral
1327,Dark Knight,"Judulnya kurang, saya tambahi :
KPK di kriminalisasi, aktivis anti korupsi di teror pihak ""misterius""",netral
1328,Kireina Tensai,"O gitu cara mainnya?!
Dzalim.",negatif
1329,Dodo Comeback,"Kemaren bagi bansos pada balapan, sampai masuk ke gang gang, malem malem, siang siang, dilemparin dari mobil, difoto cekrak cekrek, di video, di viral kan.
Eh tumben tumbenan, anggaran ratusan triliunan, kagak dicairin, biasanya paling seneng kan cairkan anggaran. 
Duitnya ga ada ya? ngutang lagi gih! jual aset gih!",negatif
1330,Pisang Koklat,Playing victim,negatif
1331,Fathan Jedwanq,"Belanja, belanja, di korupsi pemerintah dan oknum di bawahnya",negatif
1332,Saiful Bahar2020,"komitmen buruk, strategi buruk, pelaksanaan buruk, begitu lah pemerintah indonesia",negatif
1333,Ibnu Safidi,Turunnya anggaran terlalu banyak birokrat,netral
1334,Sumerta Agus,"Anggaran besar, Serapan rendah, Minim transparansi, *RENTAN DIKORUPSI*",netral
1335,Neverest,negara indo isinya hanya orang2 koruptor terutama bagian pemerintahan nya,negatif
1336,Junk Boys,"Lumayan pandemi ada proyekan baru, just duit",negatif
1337,pak pamungkas,lebih otentik kalau marahnya ga pake teks.,negatif
