id,username,text,text_clean,label
1147,Dewi Dewi,.saya sangat sedih emang benar ya saat isolasi gak di kasih obat yang aku takuti apa benar kalau di rujuk ke rs di biarkan saja gak di kasih obat,sedih benar saat isolasi tidak kasih obat takut benar rujuk rumah sakit biar tidak kasih obat,netral
1148,jay ever,"Semprot jalan, gank, perkantoran, apartemen sudah banyak yg ga lakuin lg.. Apa lg di daerah. Klo ga salah tahun ini sudah banyak jalan, gang, pemukiman, kantor, apartemen yg sudah ga disemprot utamanya di daerah....  Juga. Kosentrasi  disinfektan nya musti di. Cek. original jg nya juga di cek...  Protokol jg musti di perhatikan tim covid jg.. n. n
    Standard penyemprotan sesuai protokol itu berapa hari ya??  G saja ga tau jg....",semprot jalan gang kantor apartemen sudah banyak tidak lakuin daerah tidak salah tahun sudah banyak jalan gang mukim kantor apartemen sudah tidak semprot utama daerah kosentrasi disinfektan harus cek original cek protokol harus perhati tim covid standard semprot sesuai protokol berapa hari tidak tahu,positif
1149,Ogi Apri,"Halah, serius kaga koar koar nya minta ampun... Di sini hajatan ataupun hiburan malam masih oke oke aja..., Tidur doang kerjanya",halah serius tidak koar koar minta ampun sini hajat hibur malam masih tidur kerja,negatif
1150,Yustinus sumarjo,Percuma saja masyarakat tdk mendukung. Tapi maklum kita butuh makan.,percuma masyarakat tidak dukung maklum butuh makan,positif
1151,9373JAKARTA VISIT,strategi pemerintah GAGAL terus!!!,strategi pemerintah gagal,negatif
1152,andrian syah,Karma negeri ini,karma negeri,negatif
1153,Bob VZ,Semoga lekas membaik,moga lekas baik,netral
1154,Kwak Kwik Kwuk Kwek Kwok,Waspada dgn TERORIS COVID-19 di sekitar Anda.. dia agen menyebar senjata biologis virus.. dia menebar fitnah ttg COVID-19 sana sini sana sini.. dia menguras harta Anda.. dia akan membunuh Anda !!!!,waspada teroris covid sekitar agen sebar senjata biologis virus tebar fitnah ttg covid sana sini sana sini uras harta bunuh,positif
1155,Nadya Syahputri,Berita basi masyarakat udah bosen wkw,berita basi masyarakat udah bosan,negatif
1156,Deni setiawan,Hanya bisnis,hanya bisnis,negatif
1157,Junaidi Akbar,"Gua heran aja di india orang banyak yg bergelimpangan di jalan... Justru knpa di indonesia orang sehat orang jalan di tusuk"" hidungnya....",heran india orang banyak gelimpang jalan justru indonesia orang sehat orang jalan tusuk hidung,negatif
1158,Teu Sempurna,"wkakakk..
kemarin Baru VIRAL bikin acara DI MALL SLEMAN ngga KENA HUKUM tuh..
GILIRAN orang kecil Hajatan dibubarin abis.
Aturan dibanyakin dibatasin giliran pengusaha mall NGGA DI APA 2IN",baru viral bikin acara mall sleman tidak kena hukum gilir orang kecil hajat dibubarin habis atur dibanyakin dibatasin gilir usaha mall tidak,negatif
1159,Yanto Suryadi,"Pemerintah melarang Mudik, katanya Pemerintah tdk adil masa org mudik dilarang. 
Sekarang Covid meningkat bagaimana, ini sdh resiko ya mau bagaimana lagi, banyak berdoa saja",pemerintah larang mudik kata pemerintah tidak adil masa orang mudik larang sekarang covid tingkat bagaimana sudah resiko mau bagaimana banyak doa,negatif
1160,Ade Apandi,Siap siap calon koruptor gas antigen ...kan masker udah sukses .  .....,siap siap calon koruptor gas antigen masker udah sukses,netral
1161,Ade Apandi,Kang wisata undang kerumunan mohon di larang dulu ...Nanti bisa diproses kerumunan baru,kang wisata undang kerumun mohon larang dulu nanti bisa proses kerumun baru,positif
1162,aitai sakura,Tolong lockdown aja dong. Daripada banyak orang mati lagi kan ga enak dilihatnya. Ya kasihan juga kan tenaga medis urusin mayat mayat yang mati lagi capek lah,tolong lockdown banyak orang mati tidak enak lihat kasihan tenaga medis urusin mayat mayat mati capek,positif
1163,NKRI,Covid19 abal2 ...ko mau ya pemerintah indo jadi budak Cina,covid abal mau pemerintah indonesia jadi budak cina,negatif
1164,M Ozil,"MUAK DENGAr aturan pemerintah, percuma kalo gak tegas.  Sekian dan trimakasih.",muak dengar atur pemerintah percuma tidak tegas sekian terima kasih,negatif
1165,Eliz Dorr,Hati2 nanti rem blong belum kenyang2 juga nih mafia covid ,hati nanti rem blong belum kenyang mafia covid,netral
1166,Jeprie Emon,"Dana haji gimana kelanjutan nya, apakah sudah di korupsi juga",dana haji gimana lanjut sudah korupsi,negatif
1167,Susanti Santi,Kasus HRS DI POLISI KAN... MCDonald buat kerumunan kenapa anda diam... dan saya yakin lonjakan covid ini terjadi karena penutupan gerai Giant dan MCDonald kenapa bupati diam? apa karena takut kepada pemiliknya karena investor lalu di salahkan mudik lebaran...,kasus harus polisi mcdonald buat kerumun diam yakin lonjak covid jadi tutup gerai giant mcdonald bupati diam takut kepada milik investor lalu salah mudik lebaran,negatif
1168,Dadan Black,Covid gawat anggaran menguat,covid gawat anggar kuat,netral
1169,Jauharul Latifah,korona  semangat,corona semangat,negatif
1170,Djunaidi Abbas,Selama pergerakan orang tdk bisa diredam maka penyebaran pirus akan sulit diatasi dgn cepat maka kuncinya ada pada bantuan yg tepat data yg benar didesa dan kelurahan bukan dri BPS yg hanya sampel,lama gera orang tidak bisa redam sebar virus sulit atas cepat kunci ada bantu tepat data benar desa lurah bukan bps hanya sampel,positif
1171,Putra Petualang,Pemerintah menetapkan Darurat sipil rakyat merasakan Darurat Pemimpin !,pemerintah tetap darurat sipil rakyat rasa darurat pimpin,negatif
1172,Zaimi Muchtar l,Pemerintah tak perlu kuatir masyarakat Indonesia gotong royong tinggi soal dana rame  kita nyumbang karena Pemerintah tak kuat dana.,pemerintah tidak perlu khawatir masyarakat indonesia gotong royong tinggi soal dana ramai sumbang pemerintah tidak kuat dana,negatif
1173,Loving Caring Kindness Forever,"Juga dukung dalam doa, untuk pemulihan dunia dari korona!",dukung doa pulih dunia corona,positif
1174,Beesco Tamelang,Pilih mati kena korona atau mati kelaparan  sekeluarga karna kepala keluarga ya ga bekerja. Sumbangan g tepat sasaran dari pemerintah.,pilih mati kena corona mati lapar keluarga kepala keluarga tidak kerja sumbang tepat sasar pemerintah,negatif
1175,Haikal Faturohim,"Korona jadi viral ,pencegahan ke rakyat  cuma lockdown salah besar ,tolong pikir kan perut rakyat kerja  kuli bangunan  di mana di berhentikan, tolong pak puluhan ribu rakyat malah tambah  parah kalo  di berhentikan  aktivitas  malah lebih nambah parah  pasok   sembako udah 3 minggu pada pengangguran se minggu gak kuli kelabakan   tolong  jangan nambah beban yg tidak di duga  yg bakal parah   kelaparan masyarakat 👏",corona jadi viral cegah rakyat cuma lockdown salah besar tolong pikir perut rakyat kerja kuli bangun mana henti tolong pak puluh ribu rakyat malah tambah parah henti aktivitas malah lebih nambah parah pasok sembako udah minggu anggur minggu tidak kuli laba tolong jangan nambah beban tidak duga bakal parah lapar masyarakat,negatif
1176,Teddy Alfons Versluis,Kita Harus Bersatu Saling Bantu Membantu Program Pemerintah Dalam Memerangi Covid 19...... Bersatu Kita Teguh jika Kita Saling Nyinyir Akan Menambah Panjangnya Wabah Covid 19.,harus satu saling bantu bantu program pemerintah rang covid satu teguh saling nyinyir tambah panjang wabah covid,positif
1177,Zakaria Zakaria,"Jgn pd tkt mati, mati tu dh dari lahir, ngapain tkt, kalo memang mau mati korona ya tu takdir, klo gak takdir korona pun lewat, jd jgn di ributin lah",jangan takut mati mati sudah lahir ngapain takut mau mati corona takdir tidak takdir corona lewat jadi jangan ributin,negatif
1178,Lucy Siana,"Demi KESELAMATAN RAKYAT, agar terhindar jangkitan virus Corona ITu begitu cepat.
Yang ZONA MERAH itu PERLU DI tangan Betul2.",demi selamat rakyat hindar jangkit virus corona cepat zona merah perlu tangan betul,positif
1179,Deden Aja,"ayo pemerintah aku dukung lockdown, demi kebaikan bangsa",pemerintah dukung lockdown demi baik bangsa,positif
1180,shasa flower,"Pemerintah tdk hanya melayani satu wilayah aja,  namun seluruh Indonesia, ini bukan salah pemerintah",pemerintah tidak hanya layan satu wilayah seluruh indonesia bukan salah pemerintah,positif
1181,Gold Sunshine,Virus corona ini gak kenal birokrasi... utk antisipasi penularan dan mengurangi beban tim medis...... masyarakat di kelas bawah sudah bergerak lbh cepat drpd pemerintah pusat.... masih saja mreka  disindir genit oleh orang2nya jokowi.. krn tdk menunggu keputusan dr pusat..,virus corona tidak kenal birokrasi antisipasi tular kurang beban tim medis masyarakat kelas bawah sudah gerak lebih cepat pemerintah pusat masih mreka sindir genit orang jokowi tidak tunggu putus pusat,negatif
1182,awing penganak,"pokoknya pengawasan hrus ktat ,jng pak jokowi instruksi bru ,jgn pcya aja, hrus trun ,ngecek sembunyi ,jdi tau",pokok awas harus ketat jangan pak jokowi instruksi baru jangan percaya harus turun cek sembunyi jadi tahu,positif
1183,Naniek Wijaya,"ini pemerintah indo kerjanya apa sih, kok gak beres",pemerintah indonesia kerja tidak beres,negatif
1184,Suryo Supraptono,"Mas Bayu mestinya tak perlu lagi didebatkan untuk menakar kebijakan pemerintah, justru pemerintah telah menerapkan kebijakan dengan menakar sikap, perilaku, budaya, dan kebiasaan masyarakat yang cenderung maunya sendiri, terkesan membandel terhadap anjuran pemerintah Kenapa masyarakat terkesan membandel karena ada gurunya yaitu para ustad, ulama, politikus busuk, orang bekas pecatan yang ngajari membandel terhadap pemerintah dan termasuk media mainstream tertentu. Kalau mau efektif ikuti cara dinegara komunis Cina, dengan baikan kemanusiaan dan HAM. kalau perlu Tembak ditempat, pasti jitu dan efektif, yang nynyir tangkap jebloskan ke penjara.",bayu mesti tidak perlu debat takar bijak pemerintah justru pemerintah terap bijak takar sikap perilaku budaya biasa masyarakat cenderung mau sendiri kes bandel hadap anjur pemerintah masyarakat kes bandel ada guru para ustad ulama politikus busuk orang bekas pecat ngajari bandel hadap pemerintah masuk media mainstream tentu mau efektif ikut cara negara komunis cina baik manusia ham perlu tembak tempat pasti jitu efektif nynyir tangkap jeblos penjara,positif
1185,Fima Kurnia,orang yg paling kiri batuk2.. siapa yg udah negatif thinking dia positif??/,orang paling kiri batuk siapa udah negatif thinking positif,negatif
1186,Ten Sakti,"Kurangi debat, banyakin Sedekah Cash, bukan wacana ajh...",kurang debat banyakin sedekah tunai bukan wacana,negatif
1187,Ya No,"putuskan tali rantai penyebaran, yaitu Wajib lapor ke RT, Warung2 Pinggir Jalan Tidak diperkenankan Tempat Kumpul2 dan Penjual Wajib gunakan Masker dan Sediakan Hand Sanitizer, Giatkan Gotong Royong Saling bantu misal sabun cuci tangan, masker buatan mandiri, sembako bagi yang tak mampu, namun Aman bagi Warga yang memerlukan.",putus tali rantai sebar wajib lapor rt warung pinggir jalan tidak kenan tempat kumpul jual wajib guna masker sedia bersih tangan giat gotong royong saling bantu misal sabun cuci tangan masker buat mandiri sembako bagi tidak mampu aman bagi warga perlu,positif
1188,Hayati Bayu,"org  Indonesia  ngeyel  dan  maunya  Instan....  secara  real   org  cina  disiplin  dan patuh 
saya  lihat  Di Hongkong...",orang indonesia ngeyel mau instan cara nyata orang cina disiplin patuh lihat hongkong,positif
1189,budi santoso,RAKYAT SUDAH BANYAK BERKORBAN UNTUK KeBIJAKAN PENGUASA... DARI CABUT SUBSIDI... PAJAK DIGALAKkAN... BPJS YANG NAIK TAPI DIBATALKAN KATANYA SIh... NAIK INI ITU... TAPI DALAM KEADAAN RAKYAT SUSAH BeGINI... PeNGUASA MASIH SUSAH BANGET MEMBERI KEBIJAKAN UNTUK RAKYATNYA YG LAGI SUSAH....,rakyat sudah banyak korban bijak kuasa cabut subsidi pajak galak bpjs naik batal kata naik ada rakyat susah begini kuasa masih susah beri bijak rakyat susah,negatif
1190,Yose Gerald,Ngomong aja buat kebijakan tpi menyerang rakyat kecil lol,bicara buat bijak serang rakyat kecil,negatif
1191,nani nani,Kurangi bertengkar kurangi saling menyalahkan bikin otak bodok kehilangan akal sehat  ayolah masarakat saling bantu jangan mikir harta lagi,kurang tengkar kurang saling salah bikin otak bodoh hilang akal sehat masyarakat saling bantu jangan mikir harta,positif
1192,nani nani,Ayo sama sama berjuang jangan biarkan indonesia yang sudah bagus ini manusia nya mati masal punah di habisi virus corona,sama sama juang jangan biar indonesia sudah bagus manusia mati masal punah habis virus corona,positif
1193,Affan & Aufa,"Kebanyakan wacana kebanyakan di bahas
Kerja nya kapan. ??? 
Bandara internasional terminal 3 aja masih di buka tuh turis2 mask semua 
Padahal pemerintah tau ada yg terjangkit tanpa gejala
Rakyat doang di suruh diam !!!!",banyak wacana banyak bahas kerja kapan bandara internasional terminal masih buka turis masker semua pemerintah tahu ada jangkit tanpa gejala rakyat suruh diam,negatif
1194,Arie Elder,"Harus nya tepat sasaran awas
Ntar harus amanah ntar salah saran lagi",harus tepat sasar awas nanti harus amanah nanti salah saran,netral
1195,Cinta Kasih,"Pemerintah harus cepat pikirkan kondisi mereka yg terdampak langsung dan bijak...
Pegawai negeri masih dapat gaji..
Untuk yang swasta bagaimana kalau pendapatannya mati total..?",pemerintah harus cepat pikir kondisi dampak langsung bijak pegawai negeri masih dapat gaji swasta bagaimana dapat mati total,positif
1196,Fahlupi Rachmadon,"Kesejahteraan rakyat mana nih , rakyat yg punya gaji apa rakyat harian",sejahtera rakyat mana rakyat punya gaji rakyat hari,negatif
1197,bang ayung,"Gmana cara nya,? dan tau kah yg terimbas langsung gara2 ppkm darurat",gmana cara tahu imbas langsung gara ppkm darurat,netral
1198,San Sidney,Terus gmn nasib perut rakyat yg masih kost & kontrak... thn 2020 aja bantuannya gak merata... gak ada solusi!!!,bagaimana nasib perut rakyat masih kost kontrak tahun bantu tidak rata tidak ada solusi,negatif
1199,BATMAN LAPER,"Gk usah diharapkan, cuma cangkem lamis",tidak perlu harap cuma mulut ingkar janji,negatif
1200,Malaikat Izrail 24,"Lah bansos aja di korup,,�",bantu sosial korup,negatif
1201,Ngadiman Jaya,jangan cuma orang2 di garda terdepan tp untuk kesejahteraan masyarakat tlg juga diperhatikan,jangan cuma orang garda depan sejahtera masyarakat tolong perhati,positif
1202,Daniar Daniar,smkin mnjdi jadi. mti rakyatmu klo ini brjln skin bnyk yg sakit dan mti klpran,makin jadi jadi mati rakyat jalan makin banyak sakit mati lapar,negatif
1203,Daniar Daniar,BKN dokter aja bos. rkyat perlu dijamin hidupnya,bukan dokter rakyat perlu jamin hidup,negatif
1204,burax x,Kami butuh penghasilan bkan KEBIJAKAN kmi butuh PEMASUKAN bkan BANTUAN  maaf kmi hanya SOLUSI jgan bkin frustasi n  bnyak sanak kami yg mati kami HARUS menghidupi kluarga kcil kami  cuk ii,butuh hasil bukan bijak butuh pasu bukan bantu hanya solusi jangan bikin frustasi banyak sanak mati harus hidup keluarga kecil,negatif
1205,Tunas muda hunting pro,"Yg susah, sudah yakin tambah makin susah akibat kebijakan pemerintah",susah sudah yakin tambah makin susah akibat bijak pemerintah,negatif
1206,Ice Land,"PPKM hanya akan menguntungkan pejabat terkait hingga para kades dan bawahan nya
PPKM = PELAN PELAN KALIAN MAMPUS",ppkm hanya untung jabat kait hingga para kades bawah ppkm pelan pelan mampus,negatif
1207,ANDI THANDRA,"Sila ke5 ""keadilan sosial bagi seluruh rakyat Indonesia, mana keadilan kami rakyat kecil bagaimana? Lah lu enak gak mikirin masalah perut masalah anak anak kalian, lah kami ? Benar benar egois sekali.",sila adil sosial bagi seluruh rakyat indonesia mana adil rakyat kecil bagaimana enak tidak pikir masalah perut masalah anak anak benar benar egois sekali,negatif
1208,Erfansyahnoor Erfansyahnoor,"Kami yang di luar jawa juga mau dapat bantuan pak� kami juga susah butuh makan, lockdown menyusahkan kami pak",luar jawa mau dapat bantu pak susah butuh makan lockdown susah pak,negatif
1209,Uwef Razet,"Masyarakat kecil itu resikonya dobel pk.
Pertama harus berjuang melawan virus corona.
Kedua harus berjuang bagai mana caranya untuk tetap bertahan hidup.",masyarakat kecil resiko dobel pak pertama harus juang lawan virus corona dua harus juang bagaimana mana cara tetap tahan hidup,positif
1210,Dyaksa Putra Parna,"Modelmu kek ono wong2 simbako ben ndek omah, gak bayar pajak, gak bayar listrik, gak bayar air ruwet ",gaya seperti ada orang sembako supaya tidak rumah tidak bayar pajak tidak bayar listrik tidak bayar air rumit,negatif
1211,Farhan Nasrulloh,YDTBUSY: YA DAK TAU BUKAN URUSAN SAYA ,tidak tahu bukan urus,netral
1212,Vellie Aulia,"Lah ,dengan curang ,yang dapet "" ada jga yg ga dapet .",curang dapat ada tidak dapat,negatif
1213,Kuli Bank,"Beritanya tolong fokuskan bantuan ke masyarakat yg terdampak, jadi tolong beritanya FOKUS Ke sana, insyaallah komentarnya juga baik�",berita tolong fokus bantu masyarakat dampak jadi tolong berita fokus sana komentar baik,netral
1214,Who Am I,"Nama PPKM hanyalah pengalihan dari kata lockdown.
Rezim nggak mau menanggung rakyatnya.
Makanya disiasati dgn nama ppkm.
Di Ppkm rakyat di suruh dirumah saja tapi makan tetep cari sendiri.
Kalau lockdown, semua di tanggung rezim.
Rezim : "" enak banget duwit di makan rakyat mending di buat makan sama temen sendiri""

RIP demokrasi",nama ppkm hanya alih kata lockdown rezim tidak mau tanggung rakyat siasat nama ppkm ppkm rakyat suruh rumah makan tetap cari sendiri lockdown semua tanggung rezim rezim enak uang makan rakyat mending buat bancak teman sendiri mati demokrasi,negatif
1215,Kincil Saputra,PaSti Lah kesejahteraan RaKyaT pasTi TerJamin ,pasti sejahtera rakyat pasti jamin,positif
